Semester,Age,Gender,Address,Region,Family_Size,Family_Income,First_Generation_Student,Parental_Status,Mother_Education,Father_Education,Mother_Job,Father_Job,Reason_for_Choosing_School,Guardian,GPA,Marks_Math,Marks_Physics,Marks_CS,Marks_English,Marks_Economics,Marks_Elective,Grade_1,Grade_2,Final_Grade,Number_of_Backlogs,Number_of_Failures,Attendance_Pct,Assignment_Score,Credits_Completed,Study_Time,Number_of_Absences,LMS_Activity_Score,Login_Frequency_Per_Week,Participation_Level,Class_Engagement_Score,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Wants_Higher_Education,Internet_Access,In_Relationship,Attended_Nursery,Travel_Time,Family_Relationship,Free_Time,Going_Out,Weekend_Alcohol_Consumption,Weekday_Alcohol_Consumption,Health_Status,Tuition_Fee_Payment_Status,Scholarship_Available,Financial_Aid,Dropped_Out
3,21,Male,Rural,West,<=3,High,No,Together,Unknown,Secondary,Healthcare,Teacher,Other,Other,7.92,53.7,54.9,68.4,63.8,56.1,65.8,14,15,14,1,0,83.9,38.8,60,4,4,80.4,4,High,8.5,No,No,No,No,Yes,Yes,No,Yes,2,2,2,1,1,5,3,Partial,No,No,0
4,22,Male,Rural,West,<=3,High,No,Together,Unknown,Secondary,Healthcare,Teacher,Other,Other,7.0,54.0,53.3,51.0,53.1,54.6,43.6,10,14,12,2,0,84.6,42.7,64,4,1,75.0,5,Medium,7.8,No,No,No,No,Yes,Yes,No,Yes,2,2,5,1,4,2,2,Unpaid,No,No,0
1,17,Male,Urban,West,<=3,High,Yes,Together,Secondary,Secondary,Teacher,Healthcare,Course,Mother,4.26,33.0,21.5,32.0,31.1,31.8,47.6,7,3,5,4,3,75.2,41.1,8,2,2,50.3,1,Low,3.6,No,Yes,No,Yes,No,Yes,No,No,1,2,1,3,4,4,2,Paid,No,No,1
2,18,Male,Urban,West,<=3,High,Yes,Together,Secondary,Secondary,Teacher,Healthcare,Course,Mother,6.8,50.7,54.9,62.9,57.2,49.2,57.1,12,13,12,1,0,78.1,45.0,40,4,2,51.6,3,Medium,6.8,Yes,No,No,Yes,No,Yes,No,No,1,2,1,2,3,1,2,Paid,No,No,0
3,18,Male,Urban,West,<=3,High,Yes,Together,Secondary,Secondary,Teacher,Healthcare,Course,Mother,4.12,46.5,48.9,18.6,35.8,29.7,26.3,6,6,6,2,1,74.9,28.9,48,4,8,62.0,2,Low,2.6,No,No,No,Yes,No,Yes,No,No,1,2,2,2,3,5,1,Paid,No,No,0
4,19,Male,Urban,West,<=3,High,Yes,Together,Secondary,Secondary,Teacher,Healthcare,Course,Mother,7.29,51.1,59.6,43.7,38.6,53.2,37.9,15,14,14,0,0,79.7,60.4,96,4,2,63.2,3,Medium,6.1,No,Yes,No,No,No,Yes,No,No,1,2,2,1,2,3,1,Unpaid,No,No,0
1,17,Male,Rural,Central,>3,Low,Yes,Apart,Higher,Unknown,Home,Services,Home_Proximity,Mother,4.96,37.9,28.7,42.7,41.3,50.3,39.5,8,8,8,0,0,76.4,25.7,24,1,6,51.0,3,Low,3.0,No,Yes,No,No,Yes,Yes,No,Yes,1,2,2,4,4,2,2,Unpaid,No,No,1
2,18,Male,Rural,Central,>3,Low,Yes,Apart,Higher,Unknown,Home,Services,Home_Proximity,Mother,6.69,46.8,44.2,54.7,49.8,57.6,44.6,13,11,12,0,0,72.7,25.4,48,4,1,45.9,2,Medium,4.6,Yes,No,No,Yes,Yes,Yes,No,Yes,1,2,2,1,1,4,4,Partial,No,No,0
3,18,Male,Rural,Central,>3,Low,Yes,Apart,Higher,Unknown,Home,Services,Home_Proximity,Mother,6.14,53.4,46.1,53.3,39.1,50.6,64.5,13,13,13,1,0,69.2,60.7,60,4,4,57.0,3,Medium,4.0,No,Yes,No,Yes,Yes,Yes,No,Yes,1,2,4,1,4,2,2,Paid,No,No,0
4,19,Male,Rural,Central,>3,Low,Yes,Apart,Higher,Unknown,Home,Services,Home_Proximity,Mother,4.47,29.2,19.4,28.3,16.3,36.1,40.1,8,8,8,2,1,69.7,31.2,64,4,7,60.0,6,Low,4.8,No,Yes,Yes,Yes,Yes,Yes,No,Yes,1,2,5,1,2,5,1,Paid,No,No,0
1,22,Female,Urban,West,<=3,Low,No,Apart,Primary,Unknown,Services,Teacher,Course,Father,4.52,36.9,30.6,44.7,48.6,40.8,50.9,8,9,8,1,0,71.6,36.5,20,2,6,60.4,2,Low,3.4,No,No,Yes,No,Yes,Yes,No,Yes,2,5,1,2,4,1,2,Paid,No,No,0
2,23,Female,Urban,West,<=3,Low,No,Apart,Primary,Unknown,Services,Teacher,Course,Father,5.96,37.3,44.6,45.6,43.0,41.5,41.1,11,10,10,0,0,61.1,34.7,48,3,14,44.6,7,Medium,5.2,No,Yes,Yes,Yes,Yes,Yes,No,Yes,2,5,5,3,2,1,3,Partial,No,No,0
3,23,Female,Urban,West,<=3,Low,No,Apart,Primary,Unknown,Services,Teacher,Course,Father,4.12,27.3,26.8,40.7,34.6,40.4,32.4,8,8,8,0,3,66.3,30.7,72,2,2,69.7,8,Low,3.1,No,Yes,Yes,No,Yes,Yes,No,Yes,2,5,3,2,4,1,5,Unpaid,No,No,1
4,24,Female,Urban,West,<=3,Low,No,Apart,Primary,Unknown,Services,Teacher,Course,Father,4.84,26.9,31.0,29.7,34.1,33.9,44.4,9,10,10,1,0,82.4,38.3,80,2,7,62.1,3,Low,3.1,No,Yes,Yes,Yes,Yes,Yes,No,Yes,2,5,1,2,4,5,5,Unpaid,No,No,0
1,21,Female,Rural,North,>3,Middle,No,Apart,Unknown,Unknown,Home,Teacher,Other,Mother,8.09,64.2,50.0,72.5,57.5,62.3,59.7,15,16,16,0,0,100.0,52.2,24,4,4,89.9,5,High,7.7,No,No,No,No,No,Yes,Yes,Yes,2,3,3,1,4,5,1,Paid,No,Yes,0
2,22,Female,Rural,North,>3,Middle,No,Apart,Unknown,Unknown,Home,Teacher,Other,Mother,6.91,56.8,43.0,51.4,48.4,41.4,58.6,12,15,14,0,0,89.4,42.8,48,4,4,71.9,3,Medium,5.3,Yes,Yes,No,No,No,Yes,Yes,Yes,2,3,5,1,2,4,2,Paid,No,Yes,0
3,22,Female,Rural,North,>3,Middle,No,Apart,Unknown,Unknown,Home,Teacher,Other,Mother,7.02,51.1,55.6,53.6,59.2,40.1,48.7,16,14,15,0,0,90.6,43.8,72,4,6,69.9,5,Medium,5.3,No,Yes,No,No,No,Yes,Yes,Yes,2,3,3,1,4,2,1,Paid,No,Yes,0
4,23,Female,Rural,North,>3,Middle,No,Apart,Unknown,Unknown,Home,Teacher,Other,Mother,9.53,85.1,66.7,63.6,70.1,57.9,82.4,17,20,18,0,0,86.2,65.8,96,3,3,59.0,6,High,8.0,Yes,No,No,Yes,No,Yes,Yes,Yes,2,3,4,3,5,5,4,Unpaid,No,Yes,0
1,20,Female,Urban,North,<=3,Middle,Yes,Apart,Higher,Unknown,Healthcare,Other,Home_Proximity,Father,5.97,47.5,29.3,42.4,26.1,52.2,42.7,9,14,12,1,0,73.7,56.0,20,3,4,60.4,5,Medium,5.5,No,Yes,No,No,No,Yes,No,Yes,4,3,3,3,4,4,4,Paid,No,Yes,0
2,21,Female,Urban,North,<=3,Middle,Yes,Apart,Higher,Unknown,Healthcare,Other,Home_Proximity,Father,4.62,34.2,40.0,27.0,33.1,34.3,36.1,8,8,8,1,1,79.6,33.8,40,2,5,66.4,0,Low,3.7,No,No,No,No,No,Yes,No,Yes,4,3,2,3,3,1,3,Unpaid,No,Yes,0
3,21,Female,Urban,North,<=3,Middle,Yes,Apart,Higher,Unknown,Healthcare,Other,Home_Proximity,Father,5.97,47.1,55.6,44.4,42.6,29.1,52.1,10,12,11,0,0,75.4,45.5,72,4,4,60.9,4,Medium,5.1,No,No,Yes,No,No,Yes,No,Yes,4,3,2,1,3,3,4,Paid,No,Yes,0
4,22,Female,Urban,North,<=3,Middle,Yes,Apart,Higher,Unknown,Healthcare,Other,Home_Proximity,Father,4.0,23.0,15.8,35.1,37.6,28.9,32.2,8,8,8,1,3,56.2,33.2,80,2,14,52.7,2,Low,3.1,No,No,Yes,No,No,Yes,No,Yes,4,3,4,4,2,2,2,Paid,No,Yes,1
1,19,Male,Rural,South,>3,Middle,Yes,Apart,Primary,Primary,Teacher,Services,Course,Mother,9.46,72.5,61.9,63.1,74.8,75.3,70.4,18,18,18,0,0,97.0,66.7,24,1,4,61.8,1,High,8.2,No,No,No,Yes,Yes,Yes,No,Yes,3,5,3,3,5,3,5,Paid,No,No,0
2,20,Male,Rural,South,>3,Middle,Yes,Apart,Primary,Primary,Teacher,Services,Course,Mother,7.55,44.4,68.4,40.9,68.5,52.7,67.0,12,13,12,0,0,90.7,47.8,48,4,3,70.0,5,High,7.5,No,No,Yes,No,Yes,Yes,No,Yes,3,5,3,1,5,3,2,Partial,No,No,0
3,20,Male,Rural,South,>3,Middle,Yes,Apart,Primary,Primary,Teacher,Services,Course,Mother,6.09,45.6,67.8,47.2,40.6,39.7,49.4,9,16,12,0,0,81.9,37.3,72,3,2,73.5,4,Medium,3.6,No,Yes,No,Yes,Yes,Yes,No,Yes,3,5,1,2,1,2,3,Unpaid,No,No,0
4,21,Male,Rural,South,>3,Middle,Yes,Apart,Primary,Primary,Teacher,Services,Course,Mother,7.18,59.6,52.7,40.5,44.6,58.5,65.7,12,14,13,0,0,79.1,49.8,96,4,3,57.8,3,Medium,5.5,No,No,No,Yes,Yes,Yes,No,Yes,3,5,4,1,2,2,4,Paid,No,No,0
1,17,Other,Urban,Central,<=3,Middle,Yes,Apart,Secondary,Unknown,Healthcare,Other,Other,Father,7.16,54.1,58.8,51.2,55.0,56.9,53.0,13,11,12,0,1,95.5,60.2,24,2,3,65.9,4,Medium,5.6,No,No,No,No,No,No,Yes,Yes,1,5,3,3,2,2,4,Unpaid,No,No,0
2,18,Other,Urban,Central,<=3,Middle,Yes,Apart,Secondary,Unknown,Healthcare,Other,Other,Father,9.72,70.9,63.6,65.5,81.6,81.0,71.2,17,17,17,0,1,92.1,82.9,48,4,7,69.9,6,High,7.6,Yes,No,No,No,No,No,Yes,Yes,1,5,1,2,3,5,2,Partial,No,No,0
3,18,Other,Urban,Central,<=3,Middle,Yes,Apart,Secondary,Unknown,Healthcare,Other,Other,Father,7.75,52.9,37.3,54.8,67.2,50.2,52.7,15,18,16,0,0,74.3,53.8,72,3,2,79.7,2,High,6.9,No,No,Yes,No,No,No,Yes,Yes,1,5,5,2,5,2,4,Partial,No,No,0
4,19,Other,Urban,Central,<=3,Middle,Yes,Apart,Secondary,Unknown,Healthcare,Other,Other,Father,10.0,73.1,77.2,64.8,75.0,82.8,62.1,18,19,18,0,0,89.8,64.3,96,4,3,58.4,5,High,8.3,No,No,Yes,Yes,No,No,Yes,Yes,1,5,1,1,3,2,2,Paid,No,No,0
1,22,Female,Urban,East,>3,Middle,No,Together,Unknown,Secondary,Services,Healthcare,Course,Father,6.35,52.9,37.5,38.2,41.8,55.5,41.4,11,13,12,0,0,81.1,38.4,24,2,5,71.8,6,Medium,4.3,Yes,No,No,No,Yes,Yes,No,Yes,1,5,4,4,3,4,1,Paid,No,No,0
2,23,Female,Urban,East,>3,Middle,No,Together,Unknown,Secondary,Services,Healthcare,Course,Father,5.97,52.2,49.4,43.1,49.0,57.3,52.6,9,10,10,0,0,67.9,41.4,48,3,3,57.0,6,Medium,5.2,No,No,No,Yes,Yes,Yes,No,Yes,1,5,1,2,2,4,4,Partial,No,No,0
3,23,Female,Urban,East,>3,Middle,No,Together,Unknown,Secondary,Services,Healthcare,Course,Father,6.14,52.3,49.7,37.8,54.1,33.2,48.0,11,12,12,3,0,85.5,39.7,36,3,3,65.2,3,Medium,3.6,No,Yes,Yes,Yes,Yes,Yes,No,Yes,1,5,4,1,3,5,2,Paid,No,No,0
4,24,Female,Urban,East,>3,Middle,No,Together,Unknown,Secondary,Services,Healthcare,Course,Father,5.27,42.1,32.4,45.9,35.3,25.2,36.6,7,8,8,0,0,69.9,43.1,96,3,4,64.3,2,Low,1.1,Yes,Yes,No,No,Yes,Yes,No,Yes,1,5,5,1,3,5,4,Paid,No,No,0
1,18,Male,Urban,East,>3,Middle,Yes,Together,Higher,Secondary,Services,Healthcare,Reputation,Father,7.79,40.5,55.7,56.7,61.6,62.6,49.2,15,15,15,0,0,83.5,44.5,24,1,4,63.3,8,High,5.4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,3,3,1,5,3,3,1,Paid,Yes,No,0
2,19,Male,Urban,East,>3,Middle,Yes,Together,Higher,Secondary,Services,Healthcare,Reputation,Father,8.48,81.7,76.4,65.3,59.7,55.2,69.1,16,16,16,0,0,84.4,54.5,48,2,4,77.5,4,High,8.1,No,Yes,No,No,Yes,No,No,Yes,3,3,4,3,3,5,5,Paid,Yes,No,0
3,19,Male,Urban,East,>3,Middle,Yes,Together,Higher,Secondary,Services,Healthcare,Reputation,Father,7.12,49.8,64.4,43.2,38.5,48.2,70.3,13,13,13,0,0,78.9,45.9,72,4,7,80.6,4,Medium,6.6,No,Yes,No,No,Yes,No,No,Yes,3,3,3,1,4,3,5,Paid,Yes,No,0
4,20,Male,Urban,East,>3,Middle,Yes,Together,Higher,Secondary,Services,Healthcare,Reputation,Father,7.26,54.0,52.7,52.4,41.3,54.3,61.7,14,13,14,0,0,80.9,65.1,96,2,2,60.1,4,Medium,6.8,Yes,Yes,No,No,Yes,No,No,Yes,3,3,5,3,1,4,2,Paid,Yes,No,0
1,24,Female,Rural,South,<=3,Low,No,Together,Secondary,Primary,Teacher,Services,Other,Mother,10.0,87.4,90.6,72.3,81.3,81.9,79.0,20,20,20,1,0,97.8,68.1,20,3,2,79.4,6,High,10.0,No,No,Yes,No,Yes,Yes,No,No,3,4,2,3,3,2,2,Partial,Yes,No,0
2,25,Female,Rural,South,<=3,Low,No,Together,Secondary,Primary,Teacher,Services,Other,Mother,8.87,64.5,60.0,64.3,77.2,70.0,72.0,17,16,16,0,1,88.1,58.1,48,1,4,38.2,5,High,8.1,No,No,No,Yes,Yes,Yes,No,No,3,4,4,3,3,5,1,Partial,Yes,No,0
3,25,Female,Rural,South,<=3,Low,No,Together,Secondary,Primary,Teacher,Services,Other,Mother,8.29,67.4,48.3,51.4,59.5,55.8,55.6,13,17,15,0,0,90.7,51.7,72,2,5,68.2,7,High,6.6,No,No,Yes,Yes,Yes,Yes,No,No,3,4,5,2,4,4,2,Unpaid,Yes,No,0
4,26,Female,Rural,South,<=3,Low,No,Together,Secondary,Primary,Teacher,Services,Other,Mother,9.99,70.9,70.8,66.3,71.8,83.8,74.9,18,19,18,0,0,82.6,69.7,96,2,6,70.0,8,High,9.0,No,Yes,No,Yes,Yes,Yes,No,No,3,4,2,4,2,3,3,Paid,Yes,No,0
1,21,Male,Rural,South,>3,Low,No,Together,Primary,Unknown,Other,Healthcare,Home_Proximity,Mother,8.47,45.9,63.1,69.3,56.0,64.8,72.0,15,18,16,1,1,85.3,61.4,20,1,2,78.9,7,High,9.5,No,No,No,No,Yes,Yes,Yes,No,1,5,4,5,3,4,1,Unpaid,No,No,0
2,22,Male,Rural,South,>3,Low,No,Together,Primary,Unknown,Other,Healthcare,Home_Proximity,Mother,8.72,71.6,77.1,55.1,80.0,47.6,64.2,16,16,16,1,0,68.4,59.5,40,2,10,34.9,7,High,7.6,No,Yes,No,No,Yes,Yes,Yes,No,1,5,3,2,4,1,3,Unpaid,No,No,0
3,22,Male,Rural,South,>3,Low,No,Together,Primary,Unknown,Other,Healthcare,Home_Proximity,Mother,8.07,70.1,62.4,63.0,57.9,74.2,54.0,15,15,15,2,0,85.2,62.4,48,2,5,58.6,5,High,7.9,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1,5,1,4,4,1,5,Partial,No,No,0
4,23,Male,Rural,South,>3,Low,No,Together,Primary,Unknown,Other,Healthcare,Home_Proximity,Mother,7.26,52.9,44.3,58.3,46.6,50.0,58.5,14,15,14,2,1,73.4,66.3,64,4,7,57.2,3,Medium,5.1,No,Yes,No,Yes,Yes,Yes,Yes,No,1,5,2,2,1,3,4,Paid,No,No,0
1,23,Female,Urban,West,<=3,Middle,No,Together,Primary,Secondary,Home,Services,Home_Proximity,Mother,7.18,45.2,56.6,36.2,51.4,51.8,73.4,12,12,12,0,0,68.6,46.2,24,4,4,42.9,2,Medium,7.0,No,Yes,No,Yes,Yes,Yes,No,Yes,2,4,2,2,3,2,1,Paid,No,Yes,0
2,24,Female,Urban,West,<=3,Middle,No,Together,Primary,Secondary,Home,Services,Home_Proximity,Mother,5.56,38.5,42.0,37.4,27.5,47.3,45.6,10,12,11,0,0,57.6,45.3,48,4,14,55.2,4,Medium,7.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,2,4,5,2,4,1,2,Paid,No,Yes,0
3,24,Female,Urban,West,<=3,Middle,No,Together,Primary,Secondary,Home,Services,Home_Proximity,Mother,7.39,57.7,61.4,42.3,49.2,50.1,72.1,12,14,13,0,0,80.4,47.5,72,3,10,61.4,5,Medium,6.5,No,No,No,No,Yes,Yes,No,Yes,2,4,2,2,5,2,3,Paid,No,Yes,0
4,25,Female,Urban,West,<=3,Middle,No,Together,Primary,Secondary,Home,Services,Home_Proximity,Mother,5.39,32.3,44.9,38.6,34.8,50.3,44.3,9,10,10,0,0,69.6,49.2,96,2,6,54.6,8,Low,4.9,Yes,No,Yes,Yes,Yes,Yes,No,Yes,2,4,2,2,5,2,1,Paid,No,Yes,0
1,18,Male,Urban,South,>3,Middle,No,Together,Higher,Primary,Home,Healthcare,Reputation,Mother,7.88,57.3,51.5,53.2,70.9,54.7,55.6,15,14,14,0,0,72.2,61.2,24,1,1,53.6,7,High,6.0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,2,4,5,4,5,5,2,Paid,Yes,No,0
2,19,Male,Urban,South,>3,Middle,No,Together,Higher,Primary,Home,Healthcare,Reputation,Mother,5.52,42.2,40.5,42.4,40.7,44.5,37.8,10,10,10,1,0,87.0,35.8,40,2,4,65.2,2,Medium,4.5,No,No,Yes,Yes,Yes,Yes,No,No,2,4,5,3,3,4,5,Paid,Yes,No,0
3,19,Male,Urban,South,>3,Middle,No,Together,Higher,Primary,Home,Healthcare,Reputation,Mother,7.39,52.5,58.5,59.9,64.0,54.2,45.6,12,15,14,0,0,69.6,51.7,72,2,6,59.0,6,Medium,4.9,No,Yes,No,No,Yes,Yes,No,No,2,4,4,2,4,4,4,Partial,Yes,No,0
4,20,Male,Urban,South,>3,Middle,No,Together,Higher,Primary,Home,Healthcare,Reputation,Mother,5.46,54.8,48.6,43.0,37.6,23.6,48.1,11,12,12,0,0,81.3,40.2,96,2,8,59.7,2,Low,6.1,No,Yes,No,No,Yes,Yes,No,No,2,4,3,2,2,1,1,Partial,Yes,No,0
1,24,Female,Urban,South,<=3,Low,Yes,Apart,Primary,Secondary,Services,Home,Course,Father,3.45,31.3,43.2,20.1,20.1,20.5,23.1,7,9,8,3,2,74.5,22.5,12,4,8,54.4,3,Low,1.4,Yes,No,Yes,No,Yes,No,No,No,3,1,4,2,2,2,1,Unpaid,Yes,No,1
2,25,Female,Urban,South,<=3,Low,Yes,Apart,Primary,Secondary,Services,Home,Course,Father,2.8,23.6,18.6,23.0,22.4,22.0,15.1,6,8,7,2,3,67.0,21.9,32,1,4,61.6,2,Low,3.5,Yes,Yes,No,Yes,Yes,No,No,No,3,1,5,5,1,2,2,Paid,Yes,No,1
3,25,Female,Urban,South,<=3,Low,Yes,Apart,Primary,Secondary,Services,Home,Course,Father,3.74,35.2,21.7,28.8,30.8,33.8,19.7,6,8,7,2,2,63.6,16.1,48,4,6,57.1,4,Low,4.0,No,No,No,Yes,Yes,No,No,No,3,1,1,1,3,5,3,Unpaid,Yes,No,1
4,26,Female,Urban,South,<=3,Low,Yes,Apart,Primary,Secondary,Services,Home,Course,Father,3.19,21.6,30.4,25.5,41.1,16.2,39.4,4,7,6,1,1,67.8,34.8,80,4,7,55.3,4,Low,2.0,No,Yes,No,No,Yes,No,No,No,3,1,2,1,2,1,3,Unpaid,Yes,No,0
1,18,Female,Rural,East,>3,Middle,No,Apart,Unknown,Primary,Healthcare,Teacher,Course,Mother,6.78,26.9,46.5,60.3,51.4,38.0,44.7,13,13,13,0,0,64.2,30.8,24,3,10,54.9,4,Medium,8.7,No,No,No,Yes,Yes,Yes,No,Yes,1,3,4,1,4,3,1,Partial,No,No,0
2,19,Female,Rural,East,>3,Middle,No,Apart,Unknown,Primary,Healthcare,Teacher,Course,Mother,4.23,43.0,29.5,28.4,28.2,31.6,33.1,4,7,6,2,1,66.4,31.4,32,2,4,39.1,2,Low,6.6,Yes,Yes,No,No,Yes,Yes,No,Yes,1,3,1,3,3,2,3,Paid,No,No,0
3,19,Female,Rural,East,>3,Middle,No,Apart,Unknown,Primary,Healthcare,Teacher,Course,Mother,5.25,48.0,47.0,49.8,37.6,55.0,39.3,7,10,8,2,0,60.9,35.6,48,3,13,46.8,2,Low,2.7,No,Yes,No,Yes,Yes,Yes,No,Yes,1,3,3,1,4,3,2,Paid,No,No,0
4,20,Female,Rural,East,>3,Middle,No,Apart,Unknown,Primary,Healthcare,Teacher,Course,Mother,4.19,36.4,31.4,29.4,37.3,21.5,35.4,9,4,6,1,1,67.7,23.2,80,4,7,44.6,9,Low,3.5,No,No,No,No,Yes,Yes,No,Yes,1,3,4,1,4,5,2,Paid,No,No,0
1,20,Female,Urban,West,<=3,Middle,No,Together,Higher,Primary,Healthcare,Home,Home_Proximity,Mother,6.55,48.9,47.3,40.2,28.1,41.8,58.1,12,13,12,0,0,73.7,50.3,24,2,3,66.7,2,Medium,5.8,Yes,Yes,No,No,Yes,Yes,No,No,3,4,5,3,4,4,1,Partial,No,Yes,0
2,21,Female,Urban,West,<=3,Middle,No,Together,Higher,Primary,Healthcare,Home,Home_Proximity,Mother,4.67,44.0,25.3,32.1,22.8,27.2,40.4,9,7,8,1,0,81.5,22.7,40,2,2,64.5,3,Low,3.1,No,Yes,Yes,No,Yes,Yes,No,No,3,4,4,2,5,5,1,Paid,No,Yes,0
3,21,Female,Urban,West,<=3,Middle,No,Together,Higher,Primary,Healthcare,Home,Home_Proximity,Mother,5.86,57.1,29.8,25.8,42.9,43.3,44.3,12,12,12,0,0,70.9,35.4,72,4,10,72.1,3,Medium,3.8,No,Yes,No,No,Yes,Yes,No,No,3,4,2,1,1,3,1,Paid,No,Yes,0
4,22,Female,Urban,West,<=3,Middle,No,Together,Higher,Primary,Healthcare,Home,Home_Proximity,Mother,3.97,35.5,22.1,23.1,37.7,30.2,34.7,4,6,5,3,2,75.6,43.7,48,4,4,67.0,8,Low,2.5,No,Yes,No,No,Yes,Yes,No,No,3,4,5,2,3,5,1,Paid,No,Yes,1
1,17,Female,Rural,South,>3,Middle,No,Together,Secondary,Higher,Other,Services,Course,Mother,10.0,81.3,85.5,76.8,63.1,67.5,81.5,16,19,18,1,1,100.0,62.9,20,4,1,65.2,5,High,8.5,No,No,No,Yes,No,Yes,Yes,No,2,3,4,1,4,3,3,Partial,Yes,No,0
2,18,Female,Rural,South,>3,Middle,No,Together,Secondary,Higher,Other,Services,Course,Mother,9.59,76.9,67.3,78.3,65.3,65.3,72.2,20,20,20,2,1,100.0,70.2,32,4,2,66.6,5,High,9.6,Yes,No,No,Yes,No,Yes,Yes,No,2,3,1,2,3,2,4,Paid,Yes,No,0
3,18,Female,Rural,South,>3,Middle,No,Together,Secondary,Higher,Other,Services,Course,Mother,10.0,87.2,65.1,76.7,75.8,96.1,88.6,18,20,19,0,0,74.1,70.6,72,4,3,55.4,5,High,7.9,No,No,No,No,No,Yes,Yes,No,2,3,5,1,1,5,5,Paid,Yes,No,0
4,19,Female,Rural,South,>3,Middle,No,Together,Secondary,Higher,Other,Services,Course,Mother,10.0,79.0,72.1,72.6,78.7,71.9,67.7,19,18,18,0,0,99.1,64.9,96,3,6,90.9,5,High,6.2,Yes,Yes,Yes,Yes,No,Yes,Yes,No,2,3,3,3,4,3,1,Partial,Yes,No,0
1,21,Male,Urban,South,<=3,Low,No,Apart,Higher,Higher,Healthcare,Services,Other,Father,6.8,59.0,49.5,50.0,52.3,46.9,44.0,11,16,14,1,0,76.2,44.7,20,4,3,60.9,5,Medium,4.7,No,No,No,No,Yes,Yes,No,Yes,4,3,1,2,2,5,4,Partial,Yes,No,0
2,22,Male,Urban,South,<=3,Low,No,Apart,Higher,Higher,Healthcare,Services,Other,Father,4.03,23.7,47.3,32.2,41.3,22.5,19.3,8,8,8,4,2,63.6,31.9,16,3,8,54.1,4,Low,3.8,No,Yes,Yes,Yes,Yes,Yes,No,Yes,4,3,3,2,2,3,1,Paid,Yes,No,1
3,22,Male,Urban,South,<=3,Low,No,Apart,Higher,Higher,Healthcare,Services,Other,Father,4.81,32.7,38.2,28.8,39.2,29.9,50.1,8,7,8,2,0,70.5,44.9,48,4,3,68.8,4,Low,6.5,Yes,No,No,Yes,Yes,Yes,No,Yes,4,3,2,2,1,5,1,Partial,Yes,No,0
4,23,Male,Urban,South,<=3,Low,No,Apart,Higher,Higher,Healthcare,Services,Other,Father,3.87,33.1,35.5,31.6,29.4,38.2,25.5,7,7,7,2,1,84.3,1.9,64,4,6,83.0,1,Low,2.7,Yes,No,Yes,Yes,Yes,Yes,No,Yes,4,3,3,1,1,3,2,Unpaid,Yes,No,0
1,25,Male,Urban,West,<=3,Middle,No,Together,Higher,Unknown,Home,Home,Other,Mother,5.76,37.6,43.6,51.5,53.0,55.7,36.0,10,11,10,0,1,65.8,52.7,24,1,2,61.3,3,Medium,5.4,Yes,No,Yes,Yes,Yes,No,Yes,No,4,1,3,5,2,1,3,Paid,Yes,No,0
2,26,Male,Urban,West,<=3,Middle,No,Together,Higher,Unknown,Home,Home,Other,Mother,3.71,31.8,16.4,24.8,20.3,29.8,25.5,5,7,6,0,2,91.0,30.2,48,4,3,69.1,6,Low,5.0,No,No,No,No,Yes,No,Yes,No,4,1,2,1,5,1,4,Paid,Yes,No,0
3,26,Male,Urban,West,<=3,Middle,No,Together,Higher,Unknown,Home,Home,Other,Mother,3.66,13.6,28.8,39.2,24.1,21.6,43.0,9,8,8,0,2,71.3,21.0,72,3,7,48.6,5,Low,2.7,No,Yes,No,No,Yes,No,Yes,No,4,1,3,1,4,1,3,Paid,Yes,No,0
4,27,Male,Urban,West,<=3,Middle,No,Together,Higher,Unknown,Home,Home,Other,Mother,6.71,40.6,53.1,53.7,58.0,57.9,51.6,11,11,11,1,0,87.5,47.7,80,4,5,92.9,2,Medium,4.7,No,No,No,No,Yes,No,Yes,No,4,1,3,1,4,3,4,Unpaid,Yes,No,0
1,17,Male,Urban,Central,>3,Low,Yes,Apart,Secondary,Higher,Healthcare,Teacher,Home_Proximity,Father,6.71,47.9,48.1,55.1,39.4,49.1,57.9,11,14,12,0,1,85.8,61.2,24,1,4,50.1,3,Medium,5.1,No,No,Yes,No,Yes,Yes,Yes,No,2,3,2,4,5,2,4,Paid,Yes,No,0
2,18,Male,Urban,Central,>3,Low,Yes,Apart,Secondary,Higher,Healthcare,Teacher,Home_Proximity,Father,2.86,33.5,22.9,24.2,16.4,9.4,23.6,7,5,6,1,1,57.8,17.3,40,4,10,30.8,1,Low,2.5,No,No,No,Yes,Yes,Yes,Yes,No,2,3,2,1,2,5,2,Paid,Yes,No,1
3,18,Male,Urban,Central,>3,Low,Yes,Apart,Secondary,Higher,Healthcare,Teacher,Home_Proximity,Father,1.93,12.8,25.0,8.6,9.6,13.8,23.6,3,2,2,2,1,68.3,1.4,48,3,3,61.0,5,Low,2.1,No,No,No,Yes,Yes,Yes,Yes,No,2,3,4,2,3,4,5,Partial,Yes,No,0
